Team_A_Name, Team_A_Status, Team_A_Carry_Name, Team_A_Carry_Hero, Team_A_Mid_Name, Team_A_Mid_Hero,Team_A_Off_Name, Team_A_Off_Hero, Team_A_Support_Name, Team_A_Support_Hero, Team_A_HardSupport_Name, Team_A_HardSupport_Hero,Team_B_Name, Team_B_Status, Team_B_Carry_Name, Team_B_Carry_Hero, Team_B_Mid_Name, Team_B_Mid_Hero, Team_B_Off_Name, Team_B_Off_Hero, Team_B_Support_Name, Team_B_Support_Hero, Team_B_HardSupport_Name, Team_B_HardSupport_Hero,Tier, Time
HolyT, loss, HT.Consul, Lifestealer, HT.kirito, Clinkz, HT.Nagama, Doom, HT.RAGNAR, Rubick, HT.NoticeMeSenpai, Enchantress, Wild Dragon, win, WD.Kalanno, Faceless Void, WD.Nyac, Lina, WD.Javi, Bristleback, WD.Darima, Mirana, WD.Hellen, Lich, 4, 26:39
Wildcard, win, Yamsun, Ursa, RCY, Puck, Fayde, Undying, Bignum, Bane, Speeed, Chen, Shopify Rebellion, loss, Timado, Gyrocopter, Yopaj-, Kunkka, Davai Lama, Dark Seer, Hellscream, Shadow Shaman, skem, Ogre Magi, 2, 30:07
Moonlight Wispers, win, Tiamani, Anti-Mage, indra, Razor, TeRakudA, Centaur Warrunner, BenZzarSi, Bane, Stardust, Dark Willow, Project Achilles, loss, Scarycrow, Templar Assassin, Ravenn, Shadow Fiend, kitara, Dawnbreaker, KiritO, Pudge, ito, Lion, 4, 28:51
Yakuza, win, Kerrigan, Terrorblade, abysmal, Weaver, meow666, Void Spirit, kismet, Dawnbreaker, Glaidara XI, Vengeful Spirit, Uzumaki, loss, emo2003, Pudge, Yuui-, Phoenix, kayyo, Sven, zelepopa, Puck, Bankai, Muerta, 4, 46:25
Shopify Rebellion, win, Timado, Gyrocopter, Yopaj-, Death Prophet, Davai Lama, Timbersaw, Hellscream, Dark Willow, skem, Naga Siren, BSJ and friends, loss, Sammyboy, Terrorblade, iAnnihilate, Puck, monkeys-forever, Batrider, Zexxiii, Dazzle, Newsham, Tiny, 2, 26:37
Edge , loss, payk, Terrorblade, PiPi, Ember Spirit, Vitaly 誇り, Beastmaster, Michael~, Shadow Shaman, Yadomi, Weaver, Sin Compromiso, win, Parker, Morphling, DarkMago♡, Pangolier, Sacred, Legion Commander, Genek, Tusk, stingeR, Jakiro, 2, 33:51
Cyber Goose, win, TA2000, Tiny, CHIRA_JUNIOR, Timbersaw, Noticed, Enigma, Prblms, Jakiro, Solo, Shadow Shaman, NAVI, loss, Yuragi, Drow Ranger, Copy, Dragon Knight, BOOM, Axe, Ari, Marci, kaori, Undying, 2, 40:12
One Move, loss, eyesight, Dragon Knight, Difference, Void Spirit, Corrupted, Death Prophet, Grip, Pudge, bb3px, Ancient Apparition, Runa, win, shigetsu, Terrorblade, Nicky`Cool, Storm Spirit, alberkaaa, Doom, queezy, Batrider, Till the end, Oracle, 2, 29:38
Ghost Sheep, loss, k@pib@r@, Death Prophet, murk(4ikkk), 4ikkk, emo2003, Magnus, Тиктоник, Rubick, eshkeree_enjoyer, Tiny, Yakuza, win, Kerrigan, Terrorblade, abysmal, Dark Willow, Glaidara XI, Weaver, meow666, Vengeful Spirit, kismet, Dawnbreaker, 4, 41:59
NIGHT, loss, Mezzinio, Templar Assassin, Pigeoncatcher, Sniper, Marling, Dawnbreaker, GrownMan, Pudge, FrenzyMan, Ogre Magi, Wiser Warriors, win, AKID, Luna, Nightfull, Shadow Fiend, EmbraceTheLight, Axe, Dust_2, Rubick, Sandy, Disruptor, 4, 23:23
Dark Tamplars, win, Dobimaru, Troll Warlord, Sorrowsoul, Ember Spirit, atlasX, Magnus, Puppy, Zeus, kuki, Disruptor, Azure Dragons, loss, Alduin, Anti-Mage, Flame, Storm Spirit, Bahamut, Centaur Warrunner, Tiamat, Pudge, Durandal, Windranger, 4, 30:54
4Pirates, loss, Otaker, Omniknight, nattynarwhal_, Ember Spirit, mister moral, Dawnbreaker, ariel, Nature's Prophet, perdan4ik, Ancient Apparition, Runa, win, shigetsu, Ursa, Nicky`Cool, Timbersaw, alberkaaa, Underlord, queezy, Shadow Shaman, Till the end, Undying, 2, 49:52
One Move, win, eyesight, Terrorblade, Difference, Pangolier, Corrupted, Primal Beast, Grip, Shadow Shaman, bb3px, Oracle, L1ga Team, loss, you < <, Sven, erase, Tiny, Malik, Brewmaster, amoralis, Dark Willow, RESPECT, Chen, 2, 55:32
La Passion, loss, Kerrigan, Terrorblade, 35street, Mars, aloxa, Lion, moonboyy, Jakiro, eshkeree_enjoyer, Phoenix, Romashku, win, SandQ, Death Prophet, abysmal, Rubick, supamiq, Sven, alli., Queen of Pain, yatorrent, Tusk, 4, 46:53
Ghost Sheep, win, k@pib@r@, Clinkz, expected, Kunkka, murk(4ikkk), 4ikkk, emo2003, Pudge, Тиктоник, Rubick, Uzumaki, loss, Skadi, Weaver, CHON, Slardar, zelepopa, Lina, kayyo, Lifestealer, kismet, Shadow Shaman, 4, 33:33
Flawless Goblins, loss, tinkywinky, Terrorblade, ZodiAc!, Shadow Fiend, Kreen, Doom, Okoni, Earthshaker, Randing, Ogre Magi, LSG, win, Kintaro, Morphling, Scorpion, Puck, Cyrax, Death Prophet, Quan Chi, Crystal Maiden, Nightwolf, Rubick, 4, 40:41
Peacekeepers, win, rpuwok, Omniknight, Charliss, Monkey King, K1rbi, Kunkka, Trick_K, Rubick, ShyChild, Lich, Hellspawn, loss, Hell_spawn, Tiny, Lipqa, Lina, DealHaunt, Nyx Assassin, Innmaiser, Snapfire, Umarunara, Alchemist, 4, 49:01
YkBros, loss, flyfly, Gyrocopter, Emo, Storm Spirit, old eLeVeN, Brewmaster, BoBoKa, Marci, Oli~, Warlock, Xtreme , win, Ame, Sven, Xm, Void Spirit, Xxs, Timbersaw, XinQ, Earthshaker, poloson, Silencer, 2, 38:49
Dominion, loss, SandQ, Sand King, BladeM1ght, Lina, salamandra, Shadow Shaman, akkiru1, Queen of Pain, Shendelwisp, Tinker, Nethercore, win, people better than me:nobody~, Medusa, S4D4UCLO7, Rubick, empty, Death Prophet, 35street, Chaos Knight, yatorrent, Spirit Breaker, 4, 49:33
Okak, loss, yvs, Naga Siren, life enjoyer, Centaur Warrunner, Temarot, Rubick, tavt, Batrider, Sonic, Terrorblade, TEIKO, win, Glaidara XI, Weaver, vogel, Dark Seer, karma , Pudge, kismet, Drow Ranger, meow666, Vengeful Spirit, 4, 26:05
Foxy Gaming, win, Pudre, Monkey King, babyface, Shadow Fiend, titik, Doom, Exterminator, Skywrath Mage, ShinraTensei, Dazzle, DARK , loss, wannacoffee, Razor, Aboba, Invoker, Vahee, Underlord, Denz, Pudge, SectumSempra, Io, 4, 16:00
eSpoiled, loss, ssnovv1, Abaddon, purpleparad1se', Kunkka, wxste21, Beastmaster, ryota, Windranger, asdekor_r, Phoenix, Runa, win, shigetsu, Templar Assassin, Nicky`Cool, Timbersaw, alberkaaa, Bristleback, queezy, Snapfire, Till the end, Tusk, 2, 30:52
L1ga Team, win, you < <, Drow Ranger, erase, Tiny, Malik, Magnus, amoralis, Ringmaster, RESPECT, Naga Siren, TNL , loss, yowaai, Shadow Fiend, dualrazee, Kunkka, Norma, Mars, Fernans, Jakiro, flacko, Tusk, 2, 41:18
Parallel eSports, win, Qundre, Luna, yonc, Zeus, Wheeha, Magnus, MeShuffle, Techies, bondik, Shadow Demon, Big Bang, loss, BoomBoom, Wraith King, realtockwtf, Dragon Knight, trapshitxd, Doom, Kayurin`ho, Disruptor, SpottieOttie, Dazzle, 4, 31:06
Azure Dragons, loss, Alduin, Lina, Flame, Invoker, Bahamut, Enigma, Tiamat, Pudge, Durandal, Jakiro, Hellspawn, win, Hell_spawn, Bloodseeker, Lipqa, Puck, DealHaunt, Undying, Innmaiser, Windranger, Umarunara, Silencer, 4, 33:55
LUNAR, loss, ardithjordan, Puck, Noxen, Rubick, LV.Ashreaver, Tidehunter, LV.Velm, Phantom Assassin, teresaross, Bane, LSG, win, Kintaro, Huskar, Scorpion, Lina, Cyrax, Underlord, Quan Chi, Ogre Magi, Nightwolf, Tinker, 4, 23:17
ThunderLab, win, Weslike, Enigma, Sxx, Ogre Magi, scream, Dragon Knight, exmamle, Tusk, Qurore, Jakiro, Lighting Legends, loss, Hlillo-, Phantom Assassin, Rittori, Pugna, Jenkis, Skywrath Mage, Kayabreaker, Tiny, Waronn, Axe, 4, 26:14
Air Defence, loss, k@pib@r@, Lifestealer, expected, Huskar, murk(4ikkk), 4ikkk, aloxa, Centaur Warrunner, Shendelwisp, Rubick, Dominion, win, S4D4UCLO7, Axe, salamandra, Techies, akkiru1, Undying, meow666, Ember Spirit, Bankai, Jakiro, 4, 38:59
NOVA , loss, NP.chaveve, Razor, NP.Black l1ght, Shadow Shaman, NP.BlAze, Ancient Apparition, NP.infinity, Timbersaw, NP.reneemartin, Luna, NIGHT, win, Mezzinio, Templar Assassin, Pigeoncatcher, Death Prophet, GrownMan, Skywrath Mage, FrenzyMan, Ogre Magi, Marling, Slardar, 4, 34:20
YkBros, loss, flyfly, Templar Assassin, Emo, Puck, old eLeVeN, Axe, BoBoKa, Batrider, Oli~, Nature's Prophet, Tearlaments, win, Erika, Luna, EchozZ, Tiny, Srf, Brewmaster, 7e, Dark Willow, zzq, Treant Protector, 2, 41:14
Dark Tamplars, loss, Dobimaru, Ursa, Sorrowsoul, Lina, atlasX, Pangolier, Puppy, Zeus, kuki, Disruptor, Peacekeepers, win, rpuwok, Razor, Charliss, Ember Spirit, K1rbi, Phoenix, Trick_K, Pudge, ShyChild, Snapfire, 4, 32:23
Hustlers, win, Polcamid, Luna, Frodo, Windranger, Dimidrol, Legion Commander, REQSTICK, Clockwerk, Wannakms, Warlock, RuleBreakers, loss, SIlver, Silencer, dajonte, Drow Ranger, turnon, Lion, Bloodfallen, Sand King, KosTyan, Storm Spirit, 4, 31:09
Eye Gaming, loss, k@pib@r@, Dragon Knight, murk(4ikkk), 4ikkk, aloxa, Phoenix, vogel, Void Spirit, Bankai, Axe, TEIKO, win, saruma, Morphling, Yuui-, Snapfire, meow666, Ember Spirit, akkiru1, Centaur Warrunner, yatorrent, Ancient Apparition, 4, 26:19
Bright Crusaders, win, VittoBossG, Razor, TwoFaced, Kunkka, Bandana, Death Prophet, Norbert, Dark Willow, Satoru, Ogre Magi, Swift Knights, loss, Pelfox, Sniper, billyH, Monkey King, Melnik, Doom, Diamond, Tusk, Doobie, Disruptor, 4, 30:33
Lucky Bulldogs, win, Yathest, Clinkz, jaieri, Ember Spirit, Milkshake, Beastmaster, AYAYAYA, Shadow Shaman, Tortoiseshell, Zeus, Dominatrix, loss, RazbavlyouGlow, Necrophos, Leylord, Jakiro, Keu, Wraith King, Umalonsen, Vengeful Spirit, Helix, Magnus, 4, 23:43
Veritas Friends, win, Costabile, Terrorblade, SLATEM$, Ember Spirit, Repugnance, Beastmaster, n1ght, Batrider, Gardick, Oracle, OG.LATAM, loss, K1, Phantom Assassin, TaiLung, Storm Spirit, ILICH-, Slardar, Elmisho, Silencer, MoOz, Dark Willow, 2, 28:53
4ADS, loss, Double King, Morphling, dnm, Monkey King, koori no K, Necrophos, rozeanne, Dark Willow, snowbreath89, Undying, BSJ and friends, win, Sammyboy, Lina, iAnnihilate, Void Spirit, monkeys-forever, Brewmaster, Zexxiii, Shadow Shaman, Newsham, Ringmaster, 2, 31:17
Arduina Gaming, loss, Atenea, Dragon Knight, 'Zaho, Dark Willow, Mejor que tu ♡, Queen of Pain, Ferruzo, Doom, Tyrandiris, Ancient Apparition, Nymeria Fem, win, GaRaF, Morphling, Lighto, Death Prophet, AnghelaRc, Timbersaw, Lulu~, Windranger, ChickenOnABoat, Tusk, 4, 41:14
Heroic, win, Yuma, Ursa, 4nalog <01, Beastmaster, Wisper, Mars, Scofield, Dark Willow, KJ, Oracle, Estar_backs, loss, Lumière, Batrider, Alone <, Nature's Prophet, Ryu, Dark Seer, MonHty, Terrorblade, Prada, Tusk, 2, 30:26
Wild Dragon, loss, WD.Kalanno, Templar Assassin, WD.Nyac, Invoker, WD.Javi, Doom, WD.Darima, Rubick, WD.Hellen, Lion, Vertex Pack, win, vP.Helannt, Luna, vP.Shelby, Shadow Fiend, vP.RatnBone, Centaur Warrunner, vP.zikboss, Silencer, vP.Pronto, Lich, 4, 26:55
Project Achilles, win, Scarycrow, Bristleback, Ravenn, Shadow Fiend, kitara, Dawnbreaker, KiritO, Tusk, ito, Silencer, Moonlight Wispers, loss, Tiamani, Luna, indra, Lina, TeRakudA, Tiny, BenZzarSi, Windranger, Stardust, Pudge, 4, 41:38
TOXIC, win, Tt. 1x1?, Sven, Tt.Rottery, Necrophos, Tt.Wired, Dawnbreaker, Tt.Doopled, Vengeful Spirit, Tt.satasatasata, Crystal Maiden, Darkness Gaming, loss, DG.ThunderRiver, Lina, DG.hoxi, Dragon Knight, DG.Dreadlight, Tidehunter, DG.Ndolal, Shadow Shaman, DG.dollymy, Ogre Magi, 4, 26:07
Shopify Rebellion, loss, Timado, Muerta, Yopaj-, Ember Spirit, Davai Lama, Axe, Hellscream, Rubick, skem, Undying, Wildcard, win, Yamsun, Lina, RCY, Pangolier, Fayde, Dark Seer, Bignum, Tusk, Speeed, Naga Siren, 2, 74:47
Night Vision, loss, NV.WaifuWarrior, Luna, NV.mintyfresh, Sniper, NV.popcorny, Windranger, NV.Volcanus, Doom, NV.Jupitera, Ogre Magi, HellBear, win, HH.Rakinu, Shadow Fiend, HH.Harbinger, Lina, HH.Bambula, Chaos Knight, HH.Chedema, Weaver, HH.packout, Zeus, 4, 26:56
Freedom Fighters, loss, Imissed, Shadow Fiend, Freedom13, Razor, Xolli, Venomancer, Akujin, Hoodwink, All_After_me, Tusk, Prime Legion, win, Unirraros, Templar Assassin, Flastyle, Sniper, Exmile, Dark Seer, Sqeemz, Spirit Breaker, unnv, Snapfire, 4, 29:53
Veritas Friends, loss, Costabile, Lina, SLATEM$, Storm Spirit, Repugnance, Bristleback, n1ght, Dark Willow, Gardick, Clockwerk, Edge , win, payk, Doom, PiPi, Sniper, Vitaly 誇り, Tidehunter, Michael~, Shadow Shaman, Yadomi, Ringmaster, 2, 47:48
Sin Compromiso, win, Parker, Sven, DarkMago♡, Storm Spirit, Sacred, Dark Seer, Genek, Tiny, Pandaboo, Dazzle, OG.LATAM, loss, K1, Phantom Assassin, TaiLung, Monkey King, ILICH-, Tidehunter, Elmisho, Oracle, MoOz, Shadow Shaman, 2, 44:36
Ttgame, loss, Jia, Terrorblade, OKokk, Queen of Pain, 萧瑟, Shadow Shaman, 青き雷光, Dawnbreaker, CyberDingzhen, Dazzle, BSJ and friends, win, Sammyboy, Templar Assassin, iAnnihilate, Ember Spirit, monkeys-forever, Death Prophet, Zexxiii, Oracle, Newsham, Tusk, 2, 51:58
Silent killer, win, sK.busow, Windranger, sK.onenen, Lina, sK.itras, Spirit Breaker, sK.lotorimri, Rubick, sK.yacathem, Enchantress, HolyT, loss, HT.Consul, Phantom Assassin, HT.kirito, Shadow Fiend, HT.Nagama, Bristleback, HT.RAGNAR, Bounty Hunter, HT.NoticeMeSenpai, Lich, 4, 34:44
Prime Legion, loss, Unirraros, Dragon Knight, Flastyle, Shadow Fiend, Exmile, Void Spirit, Sqeemz, Windranger, unnv, Snapfire, Moonlight Wispers, win, Tiamani, Anti-Mage, indra, Ember Spirit, TeRakudA, Undying, BenZzarSi, Bane, Stardust, Chen, 4, 37:56
Yakuza, win, Kerrigan, Necrophos, abysmal, Naga Siren, kismet, Doom, Glaidara XI, Muerta, Dr0nched In Sw0t, Omniknight, Uzumaki, loss, CHON, Centaur Warrunner, Yuui-, Dark Willow, zelepopa, Pangolier, kayyo, Medusa, yatorrent, Nature's Prophet, 4, 27:37
Project Achilles, win, Scarycrow, Meepo, Ravenn, Lina, kitara, Death Prophet, KiritO, Windranger, ito, Pudge, Freedom Fighters, loss, Imissed, Templar Assassin, Freedom13, Sand King, Xolli, Visage, Akujin, Shadow Shaman, All_After_me, Warlock, 4, 31:56
4ADS, win, Double King, Troll Warlord, dnm, Pangolier, koori no K, Omniknight, rozeanne, Rubick, snowbreath89, Undying, еее, loss, col1s1um, Lina, Vagabund, Slardar, still thinking about you, Death Prophet, yxmt, Snapfire, S A U V I G N O N, Tusk, 2, 41:05
Team Den, loss, Wits, Sven, wonderk1d^^<, Pangolier, Frank, Dark Seer, Demon, Chaos Knight, Mjz, Naga Siren, Estar_backs, win, Lumière, Gyrocopter, Alone <, Storm Spirit, Ryu, Brewmaster, MonHty, Batrider, Prada, Tusk, 2, 42:56
NAVI, win, Yuragi, Drow Ranger, Copy, Monkey King, BOOM, Bristleback, Ari, Batrider, kaori, Warlock, One Move, loss, eyesight, Ursa, Difference, Void Spirit, Corrupted, Slardar, Grip, Dark Willow, bb3px, Ancient Apparition, 2, 23:49
4Pirates, loss, Otaker, Doom, nattynarwhal_, Timbersaw, mister moral, Pangolier, ariel, Nature's Prophet, perdan4ik, Jakiro, Cyber Goose, win, TA2000, Lina, CHIRA_JUNIOR, Tiny, Noticed, Omniknight, Prblms, Windranger, Solo, Undying, 2, 30:50
Yakuza, win, Kerrigan, Windranger, kismet, Chaos Knight, yatorrent, Death Prophet, Dr0nched In Sw0t, Timbersaw, Glaidara XI, Sven, Romashku, loss, 35street, Brewmaster, abysmal, Muerta, 8u88leGuM, Naga Siren, alli., Rubick, supamiq, Kunkka, 4, 35:34
Stormriders, loss, HellFire, Beastmaster, Storm_blow, Kunkka, NeverLove, Anti-Mage, Mimido, Windranger, Enjoer, Shadow Shaman, Immortal Squad, win, Dreadlight, Nature's Prophet, livesey, Dragon Knight, Lightcrawler, Pudge, Qimusavoz, Snapfire, Shark, Chen, 4, 27:54
Excel Esport, loss, ukiyo, Gyrocopter, ButterflyEffect, Storm Spirit, ss, Terrorblade, Salad, Shadow Shaman, RedPanda, Undying, Tearlaments, win, Erika, Doom, EchozZ, Timbersaw, Srf, Enigma, 7e, Nature's Prophet, zzq, Crystal Maiden, 2, 51:50
Bright Crusaders, win, VittoBossG, Luna, TwoFaced, Kunkka, Bandana, Legion Commander, Norbert, Techies, Satoru, Clockwerk, Foxy Gaming, loss, Pudre, Gyrocopter, babyface, Necrophos, titik, Beastmaster, Exterminator, Rubick, ShinraTensei, Oracle, 4, 28:58
4Pirates, win, Otaker, Weaver, nattynarwhal_, Sniper, mister moral, Abaddon, ariel, Batrider, perdan4ik, Tusk, TNL , loss, yowaai, Sven, dualrazee, Pangolier, Norma, Centaur Warrunner, Fernans, Dark Willow, flacko, Ancient Apparition, 2, 45:11
L1ga Team, win, you < <, Drow Ranger, erase, Puck, Malik, Beastmaster, amoralis, Dark Willow, RESPECT, Chen, Cyber Goose, loss, TA2000, Kunkka, CHIRA_JUNIOR, Dragon Knight, Noticed, Death Prophet, Prblms, Tusk, Solo, Oracle, 2, 41:51
TEIKO, win, CHON, Brewmaster, karma , Undying, vogel, Shadow Shaman, Dr0nched In Sw0t, Omniknight, kismet, Drow Ranger, Dominion, loss, sakura, Rubick, fizruk, Centaur Warrunner, zelepopa, Kunkka, akkiru1, Disruptor, kayyo, Sven, 4, 33:42
Air Defence, win, people better than me:nobody~, Rubick, Kerrigan, Luna, S4D4UCLO7, Ember Spirit, aloxa, Tusk, ghgfd, Queen of Pain, Romashku, loss, 35street, Chaos Knight, abysmal, Grimstroke, Bankai, Jakiro, alli., Monkey King, supamiq, Weaver, 4, 36:28
eSpoiled, loss, ssnovv1, Morphling, purpleparad1se', Kunkka, wxste21, Beastmaster, ryota, Shadow Demon, asdekor_r, Phoenix, Runa, win, shigetsu, Templar Assassin, Nicky`Cool, Timbersaw, alberkaaa, Centaur Warrunner, queezy, Windranger, Till the end, Naga Siren, 2, 28:30
Wiser Warriors, win, AKID, Morphling, Nightfull, Queen of Pain, EmbraceTheLight, Tusk, Dust_2, Enigma, Sandy, Shadow Shaman, NOVA , loss, NP.BlAze, Rubick, NP.reneemartin, Luna, NP.infinity, Beastmaster, NP.chaveve, Lina, NP.Black l1ght, Warlock, 4, 24:46
Hellspawn, loss, Hell_spawn, Phantom Lancer, Lipqa, Lina, DealHaunt, Wraith King, Innmaiser, Shadow Shaman, Umarunara, Oracle, Dark Tamplars, win, Dobimaru, Sven, Sorrowsoul, Mars, atlasX, Medusa, Puppy, Rubick, kuki, Snapfire, 4, 43:17
La Passion, loss, Disperser, Terrorblade, 35street, Undying, moonboyy, Ancient Apparition, eshkeree_enjoyer, Tiny, Bankai, Weaver, TEIKO, win, vogel, Drow Ranger, Salu7e, Tinker, karma , Lina, Dr0nched In Sw0t, Centaur Warrunner, yatorrent, Dark Willow, 4, 35:51
Xtreme , loss, Ame, Doom, Xm, Void Spirit, Xxs, Axe, XinQ, Skywrath Mage, poloson, Warlock, YkBros, win, flyfly, Tiny, Emo, Lina, old eLeVeN, Enigma, BoBoKa, Magnus, Oli~, Shadow Shaman, 2, 41:44
Air Defence, win, Kerrigan, Ursa, expected, Batrider, aloxa, Shadow Demon, ghgfd, Dawnbreaker, Shendelwisp, Windranger, Dominion, loss, sakura, Clockwerk, akkiru1, Drow Ranger, fizruk, Underlord, tavt, Earthshaker, salamandra, Nature's Prophet, 4, 33:51
Dominatrix, win, Helix, Dragon Knight, Leylord, Weaver, Umalonsen, Elder Titan, RazbavlyouGlow, Tiny, Keu, Wraith King, NINJA, loss, Pokonturu, Leshrac, Cardio, Magnus, Lowdpser, Pudge, AweSoMeQE-, Phantom Assassin, Larm, Pugna, 4, 29:50
Immortal Squad, win, Dreadlight, Anti-Mage, livesey, Death Prophet, Lightcrawler, Pudge, Qimusavoz, Dark Willow, Shark, Crystal Maiden, Dark Tamplars, loss, Dobimaru, Nature's Prophet, Sorrowsoul, Puck, atlasX, Centaur Warrunner, Puppy, Zeus, kuki, Ogre Magi, 4, 44:36
NAVI, win, Yuragi, Abaddon, Copy, Timbersaw, BOOM, Magnus, Ari, Batrider, kaori, Warlock, eSpoiled, loss, ssnovv1, Terrorblade, purpleparad1se', Storm Spirit, wxste21, Bristleback, ryota, Windranger, asdekor_r, Enchantress, 2, 33:37
Runa, loss, shigetsu, Bristleback, Nicky`Cool, Tiny, alberkaaa, Beastmaster, queezy, Batrider, Till the end, Silencer, One Move, win, eyesight, Ursa, Difference, Void Spirit, Corrupted, Death Prophet, Grip, Shadow Demon, bb3px, Disruptor, 2, 42:54
Foxy Gaming, loss, Pudre, Muerta, babyface, Invoker, titik, Pudge, Exterminator, Marci, ShinraTensei, Crystal Maiden, NOVA , win, NP.BlAze, Hoodwink, NP.chaveve, Rubick, NP.infinity, Beastmaster, NP.Black l1ght, Disruptor, NP.reneemartin, Luna, 4, 24:30
La Passion, loss, Disperser, Dawnbreaker, DoCK†oR_ManGal, Windranger, moonboyy, Lion, eshkeree_enjoyer, Tinker, akkiru1, Terrorblade, Nethercore, win, people better than me:nobody~, Sven, empty, Death Prophet, S4D4UCLO7, Dark Seer, Yuui-, Bounty Hunter, yatorrent, Shadow Shaman, 4, 25:08
Nemiga, loss, bashka, Sven, young G, Dragon Knight, rincyq, Mars, xsvampire, Windranger, monodrama, Silencer, Passion.ua, win, Crystallize, Lifestealer, Moonlight, Clinkz, BBODDY, Batrider, QBFY, Tusk, kreker), Shadow Shaman, 2, 40:55
Hellspawn, loss, Hell_spawn, Terrorblade, Lipqa, Puck, DealHaunt, Death Prophet, Innmaiser, Shadow Demon, Umarunara, Ancient Apparition, Stormriders, win, HellFire, Omniknight, Storm_blow, Batrider, NeverLove, Anti-Mage, Mimido, Weaver, Enjoer, Lich, 4, 33:06
Iconic, loss, Brachyo, Queen of Pain, saykeN, Windranger, prime, Alchemist, GODCOMPLEX, Dragon Knight, Geremaya, Pugna, BulletProofs, win, bOzO, Tiny, LoVash, Ember Spirit, Jeri, Dark Seer, tomash, Undying, Xyloria, Shadow Demon, 4, 26:03
DARK , win, wannacoffee, Drow Ranger, Aboba, Void Spirit, Vahee, Axe, Denz, Dark Willow, SectumSempra, Ogre Magi, LUNAR, loss, ardithjordan, Ember Spirit, Noxen, Nyx Assassin, teresaross, Ringmaster, LV.Ashreaver, Terrorblade, LV.Velm, Tiny, 4, 28:12
Excel Esport, win, ukiyo, Gyrocopter, ButterflyEffect, Ember Spirit, ss, Pangolier, Salad, Ringmaster, RedPanda, Jakiro, Azure Ray, loss, Monet, Terrorblade, Somnus, Dragon Knight, JT-, Centaur Warrunner, Pyw, Windranger, xNova, Clockwerk, 2, 31:38
Swift Knights, loss, Pelfox, Monkey King, billyH, Templar Assassin, Melnik, Pangolier, Diamond, Snapfire, Doobie, Ogre Magi, Bright Crusaders, win, VittoBossG, Drow Ranger, TwoFaced, Windranger, Bandana, Axe, Norbert, Pugna, Satoru, Pudge, 4, 41:45
ThunderLab, loss, exmamle, Tusk, Sxx, Abaddon, scream, Dragon Knight, Weslike, Tidehunter, Qurore, Puck, SHAOLIN, win, JAM, Luna, Xarientoc, Windranger, Neutron, Mars, heinz, Rubick, Nlainara, Ogre Magi, 4, 27:02
Nethercore, win, people better than me:nobody~, Weaver, S4D4UCLO7, Doom, Yuui-, Lion, zelepopa, Pangolier, yatorrent, Tusk, Dominion, loss, sakura, Ancient Apparition, karma , Clockwerk, Vishenka, Sniper, akkiru1, Wraith King, kismet, Death Prophet, 4, 40:23
LSG, win, Kintaro, Kunkka, Scorpion, Templar Assassin, Cyrax, Pangolier, Quan Chi, Vengeful Spirit, Nightwolf, Shadow Shaman, Flawless Goblins, loss, tinkywinky, Terrorblade, ZodiAc!, Storm Spirit, Kreen, Mars, Okoni, Rubick, Randing, Ogre Magi, 4, 34:25
Hustlers, win, Polcamid, Ember Spirit, Frodo, Tiny, Dimidrol, Ogre Magi, REQSTICK, Lich, Wannakms, Nyx Assassin, FenixTeam, loss, Snémaât, Sven, BeNnS, Death Prophet, Flint-, Magnus, sonlin, Witch Doctor, shogeyuu, Jakiro, 4, 30:47
Tearlaments, win, Erika, Templar Assassin, EchozZ, Kunkka, Srf, Enigma, 7e, Dark Willow, zzq, Treant Protector, VG, loss, Paparazi, Morphling, Ori, Pangolier, Yang, Dark Seer, Kaka, Tiny, Dy, Ancient Apparition, 2, 47:11
Darkness Gaming, win, DG.ThunderRiver, Lifestealer, DG.hoxi, Tiny, DG.Dreadlight, Doom, DG.Ndolal, Rubick, DG.dollymy, Undying, Wild Dragon, loss, WD.Kalanno, Shadow Fiend, WD.Nyac, Outworld Destroyer, WD.Javi, Dark Seer, WD.Darima, Vengeful Spirit, WD.Hellen, Mirana, 4, 30:28
Mystic Maidens, loss, Mooncita, Dragon Knight, Ale, Bristleback, Nanna, Queen of Pain, Aka, Windranger, Ratona, Jakiro, Influtonic eSports, win, Bambú, Gyrocopter, Azumi, Ember Spirit, Dae, Beastmaster, Mariori, Hoodwink, Lovely, Tusk, 4, 26:34
Prime Legion, win, Unirraros, Anti-Mage, Flastyle, Storm Spirit, Exmile, Beastmaster, Sqeemz, Tinker, unnv, Jakiro, Project Achilles, loss, Scarycrow, Slark, Ravenn, Puck, kitara, Mars, KiritO, Riki, ito, Snapfire, 4, 32:18
HolyT, win, HT.Consul, Phantom Assassin, HT.kirito, Earthshaker, HT.Nagama, Mars, HT.RAGNAR, Rubick, HT.NoticeMeSenpai, Ogre Magi, Night Vision, loss, NV.WaifuWarrior, Juggernaut, NV.mintyfresh, Dragon Knight, NV.popcorny, Disruptor, NV.Volcanus, Batrider, NV.Jupitera, Shadow Shaman, 4, 28:13
